country	year	gini_index	is_estimate
BR	2017	0.5306008605959972	True
BR	2016	0.6300147070132851	True
BR	2015	0.641121241726629	False
BR	2014	0.636323014787364	False
BR	2013	0.6388628496853471	False
BR	2012	0.644376529181393	False
BR	2011	0.651033394675847	False
BR	2010	0.644386478721123	False
BR	2009	0.6451332968280801	False
BR	2008	0.653019136885608	False
BR	2007	0.6463626696834711	False
BR	2006	0.6494971342368199	False
BR	2005	0.6473948188878071	False
BR	2004	0.6479128540149262	False
BR	2003	0.653351469958829	False
BR	2002	0.653196461486777	False
BR	2001	0.645269282364	False
BR	2000	0.6353592215111006	True
BR	1999	0.6291588497145069	True
BR	1998	0.6238446167320949	True
BR	1997	0.6293176206083084	True
BR	1996	0.6380090477247542	True
BR	1995	0.626630645607531	True
BR	1994	0.6201635704348142	True
BR	1993	0.6028884736308853	True
BR	1992	0.6010788862428879	True
BR	1991	0.5761156549306621	True
BR	1990	0.5739465758137822	True
BR	1989	0.5480220304979003	True
BR	1988	0.555997228953529	True
BR	1987	0.5680214425218837	True
BR	1986	0.546640182185162	True
BR	1985	0.5476298115195477	True
BR	1984	0.5563131143209883	True
BR	1983	0.5472313156471139	True
BR	1982	0.54900437383035	True
BR	1981	0.5459131219601057	True
BR	1980	0.5348551822708475	True
BR	1979	0.5326945172938102	True
BR	1978	0.5390858940185423	True
BR	1977	0.5776414982582273	True
BR	1976	0.5235670251134532	True
BR	1975	0.5402024518735329	True
BR	1974	0.6414889636065751	True
BR	1973	0.5662839891888566	True
BR	1972	0.5490311316335361	True
BR	1971	0.5786130204660861	True
BR	1970	0.5903129023368358	True
BR	1969	0.5426765114978868	True
BR	1968	0.47262487674159515	True
BR	1967	0.5306008605959972	True
BR	1966	0.5551499266506265	True
BR	1965	0.5288298242930604	True
BR	1964	0.5590650498294814	True
BR	1963	0.5287707575595455	True
BR	1962	0.5603677021724531	True
BR	1961	0.4730439418917057	True
BR	1960	0.46021104208907393	True
BR	1959	0.473687151283375	True
BR	1958	0.4717027923266295	True
BR	1957	0.3609381916442734	True
BR	1956	0.47877333156775936	True
BR	1955	0.4834707340535396	True
BR	1954	0.36232910474964897	True
BR	1953	0.45983256661741656	True
BR	1952	0.3693739054739682	True
BR	1951	0.5699770930344628	True
BR	1950	0.39590699106057403	True
BR	1949	0.3888397153316887	True
BR	1948	0.39521630108663797	True
BR	1947	0.37588568699080194	True
BR	1946	0.3766929795972659	True
BR	1945	0.5306008605959972	True
BR	1944	0.36662314268949836	True
BR	1943	0.38790646833100184	True
BR	1942	0.4191225391064494	True
BR	1941	0.4671924084881931	True
BR	1940	0.48635091333053443	True
BR	1939	0.48680954544357197	True
BR	1938	0.47134619524955884	True
BR	1937	0.47403608646535306	True
BR	1936	0.48666706448695307	True
BR	1935	0.47840140095172434	True
BR	1934	0.43829719935691525	True
BR	1933	0.5306008605959972	True
BR	1932	0.47066158509086337	True
BR	1931	0.45464087926398855	True
BR	1930	0.461607823271861	True
BR	1929	0.47849583002457874	True
BR	1928	0.4531473328489462	True
BR	1927	0.5306008605959972	True
BR	1926	0.5306008605959972	True
BR	1925	0.48118381576852526	True
BR	1924	0.5306008605959972	True
BR	1923	0.43811910488873623	True
BR	1922	0.46311209921577373	True
BR	1921	0.4734418867415398	True
BR	1920	0.5306008605959972	True
BR	1919	0.5306008605959972	True
BR	1918	0.5306008605959972	True
BR	1917	0.4591444282399251	True
BR	1916	0.4540709264468983	True
BR	1915	0.4298248777467572	True
BR	1914	0.5306008605959972	True
CI	2017	0.5090776369695355	True
CI	2016	0.6084914833868234	True
CI	2015	0.6257726121952139	True
CI	2014	0.5906055401550299	False
CI	2013	0.6331383883539179	True
CI	2012	0.6274924567909583	True
CI	2011	0.6286678297306406	True
CI	2010	0.6228558512507942	True
CI	2009	0.6378426678141773	True
CI	2008	0.6016129067148311	False
CI	2007	0.6331352530112491	True
CI	2006	0.6283475666984286	True
CI	2005	0.6244806231016283	True
CI	2004	0.6199603552396665	True
CI	2003	0.6200182640116483	True
CI	2002	0.6347970917229981	False
CI	2001	0.6137198876309005	True
CI	2000	0.6138359978846388	True
CI	1999	0.6076356260880451	True
CI	1998	0.582880686715864	False
CI	1997	0.6077943969818467	True
CI	1996	0.6164858240982924	True
CI	1995	0.6051074219810693	True
CI	1994	0.5986403468083524	True
CI	1993	0.542669313899434	False
CI	1992	0.5795556626164261	True
CI	1991	0.5545924313042004	True
CI	1990	0.5524233521873204	True
CI	1989	0.5264988068714386	True
CI	1988	0.6245482829740001	False
CI	1987	0.5464982188954219	True
CI	1986	0.5251169585587002	True
CI	1985	0.526106587893086	True
CI	1984	0.5347898906945265	True
CI	1983	0.5257080920206522	True
CI	1982	0.5274811502038882	True
CI	1981	0.5243898983336439	True
CI	1980	0.5133319586443857	True
CI	1979	0.5111712936673485	True
CI	1978	0.5175626703920807	True
CI	1977	0.5561182746317656	True
CI	1976	0.5020438014869916	True
CI	1975	0.5186792282470711	True
CI	1974	0.6199657399801135	True
CI	1973	0.5447607655623948	True
CI	1972	0.5275079080070744	True
CI	1971	0.5570897968396243	True
CI	1970	0.568789678710374	True
CI	1969	0.521153287871425	True
CI	1968	0.4511016531151334	True
CI	1967	0.5090776369695355	True
CI	1966	0.5336267030241647	True
CI	1965	0.5073066006665986	True
CI	1964	0.5375418262030196	True
CI	1963	0.5072475339330837	True
CI	1962	0.5388444785459914	True
CI	1961	0.4515207182652439	True
CI	1960	0.4386878184626122	True
CI	1959	0.4521639276569133	True
CI	1958	0.45017956870016773	True
CI	1957	0.3394149680178116	True
